replicate,p
0,0.9999995821
1,0.9999996687
2,0.9999993946
3,0.9999996087
4,0.9999998287
5,0.9999997708
6,0.9999994854
7,0.9999996618
8,0.9999998519
9,0.9999996858
10,0.999999921
11,0.9999996173
12,0.999999732
13,0.9999997428
14,0.9999997718
15,0.9999994206
16,0.9999997819
17,0.999999677
18,0.9999997045
19,0.9999996511
20,0.999999749
21,0.9999997067
22,0.9999991796
23,0.9999998311
24,0.9999996534
25,0.9999996769
26,0.9999995018
27,0.9999998619
28,0.9999999507
29,0.999999822
30,0.9999995957
31,0.9999998137
32,0.9999995705
33,0.9999998032
34,0.9999995949
35,0.9999998304
36,0.9999998408
37,0.9999997149
38,0.9999996932
39,0.9999998023
40,0.9999995435
41,0.9999997856
42,0.9999995524
43,0.9999986962
44,0.9999995276
45,0.9999996525
46,0.9999993723
47,0.9999998642
48,0.9999997077
49,0.9999995133
50,0.9999998163
51,0.9999995198
52,0.9999995658
53,0.9999998267
54,0.999999396
55,0.9999997267
56,0.999999729
57,0.9999997996
58,0.9999998341
59,0.9999994366
60,0.9999998156
61,0.9999998414
62,0.9999997481
63,0.9999997375
64,0.9999994781
65,0.9999988106
66,0.9999998306
67,0.9999996188
68,0.999999773
69,0.9999994922
70,0.9999995343
71,0.9999995396
72,0.9999997933
73,0.9999994563
74,0.9999997626
75,0.9999998094
76,0.9999997215
77,0.9999995901
78,0.9999996956
79,0.9999997243
80,0.9999998317
81,0.9999996671
82,0.9999996263
83,0.999999828
84,0.99999981
85,0.9999996687
86,0.9999996639
87,0.9999997869
88,0.9999997198
89,0.999999526
90,0.9999996647
91,0.9999997898
92,0.9999998052
93,0.9999996441
94,0.9999995619
95,0.9999996696
96,0.9999998315
97,0.9999997499
98,0.9999997552
99,0.9999997701
100,0.9999996333
101,0.9999998016
102,0.999999809
103,0.9999995386
104,0.9999995645
105,0.9999998614
106,0.9999997098
107,0.9999998132
108,0.9999998453
109,0.9999997687
110,0.9999998724
111,0.9999996101
112,0.9999998341
113,0.9999995468
114,0.9999996994
115,0.9999997
116,0.9999998964
117,0.9999998535
118,0.9999997147
119,0.999999889
120,0.9999998586
121,0.9999998479
122,0.9999995948
123,0.9999998805
124,0.9999995566
125,0.999999681
126,0.9999996547
127,0.99999973
128,0.9999997775
129,0.9999997111
130,0.9999997824
131,0.9999997166
132,0.9999997834
133,0.9999998983
134,0.9999998988
135,0.9999996834
136,0.9999998379
137,0.9999999202
138,0.999999748
139,0.9999998163
140,0.999999601
141,0.9999994746
142,0.999999633
143,0.9999996469
144,0.9999997902
145,0.9999999453
146,0.9999997565
147,0.9999998069
148,0.9999997239
149,0.9999997708
150,0.999999834
151,0.9999995548
152,0.9999997524
153,0.9999995323
154,0.9999996605
155,0.9999996621
156,0.9999997468
157,0.9999991016
158,0.9999992931
159,0.9999994861
160,0.9999996984
161,0.9999997051
162,0.9999994267
163,0.9999996255
164,0.9999997815
165,0.9999996916
166,0.9999996265
167,0.9999997039
168,0.9999995519
169,0.9999996202
170,0.9999997472
171,0.999999634
172,0.9999996447
173,0.9999996841
174,0.9999994469
175,0.9999997407
176,0.9999996553
177,0.9999996924
178,0.9999997921
179,0.9999997917
180,0.9999996737
181,0.9999997397
182,0.999999659
183,0.9999997182
184,0.9999994325
185,0.9999993522
186,0.9999997455
187,0.9999997382
188,0.9999996725
189,0.9999997622
190,0.9999996861
191,0.999999773
192,0.9999997191
193,0.9999995664
194,0.9999995749
195,0.9999997123
196,0.9999998842
197,0.9999996775
198,0.999999797
199,0.9999997408
